SaleID,price
150000,39616.19624816832
150001,379.86545081577117
150002,7706.025804421768
150003,11936.97305135655
150004,576.3366170063591
150005,1791.6776788424695
150006,4575.756325464277
150007,10085.230692070565
150008,3269.954747512591
150009,2158.294574914452
150010,4137.880577799009
150011,6147.748003498295
150012,2388.7047728872267
150013,12305.970571430877
150014,12067.050828043888
150015,330.7464493769244
150016,601.3608927623582
150017,6504.240193365442
150018,9480.989291954562
150019,1386.3849734292598
150020,4864.197302282177
150021,13297.728517798332
150022,1486.7240528213222
150023,15193.84605672423
150024,1616.9159035741682
150025,6239.499370215496
150026,1612.1304410187174
150027,3722.3302012076247
150028,21870.097562772477
150029,17761.855850796164
150030,1482.9870824595403
150031,282.0220569497134
150032,3952.635531775538
150033,2790.0375426522114
150034,3268.209982170809
150035,6877.368098993229
150036,1045.5020875581354
150037,3852.889481240854
150038,25750.104382055455
150039,1612.4927678931795
150040,13106.055990093959
150041,3826.268380613069
150042,16494.63431439854
150043,25894.700356301444
150044,7676.228712566043
150045,2145.9595557197263
150046,2900.8241887623217
150047,47425.36268501423
150048,1103.390924093629
150049,34266.938574031024
150050,5088.4164632485345
150051,9790.97212809476
150052,1067.362720220784
150053,634.8684524760306
150054,14557.294721759004
150055,3977.2266638886313
150056,854.1947827009817
150057,2446.25694060641
150058,1138.7087491487468
150059,2349.0873013179553
150060,9305.53634325894
150061,3210.998520668196
150062,1326.6338917236162
150063,11514.28769052057
150064,20780.30355578212
150065,9734.74696876578
150066,13071.88165024282
150067,3276.6846094015136
150068,1241.2005957199744
150069,2956.227558411013
150070,1822.0785383814407
150071,562.179389281079
150072,992.2347939217261
150073,22677.200073697575
150074,321.63038995893487
150075,1090.6870449137214
150076,2411.2580504202206
150077,7384.377443603363
150078,2638.950790686432
150079,4341.995062736105
150080,2552.7964346116187
150081,9022.502818101591
150082,14675.014922189468
150083,525.0185005634501
150084,3932.5107478648183
150085,3505.7664434409435
150086,36718.73248761733
150087,337.8719917560902
150088,2981.263998946829
150089,3204.246371868489
150090,1102.201693765381
150091,7149.8332175253145
150092,5956.317072318128
150093,793.9139212993057
150094,10842.94495060964
150095,155.5704356986996
150096,13358.882215704587
150097,8258.614184086731
150098,422.5083352497559
150099,403.89921747876804
150100,515.873825722103
150101,4195.770878053295
150102,1670.325930501786
150103,2741.73737689386
150104,4246.048787030097
150105,918.8697360545004
150106,2089.39082288037
150107,629.8451253516438
150108,7583.445129177907
150109,2202.057747941817
150110,3637.971548690981
150111,11313.062928454914
150112,10857.231122043715
150113,1708.8996332351885
150114,1290.1429761230904
150115,2613.0224184393496
150116,6916.377868358708
150117,2763.982472590801
150118,20375.956708495578
150119,9907.199803486244
150120,14968.563470191468
150121,1430.3873652536524
150122,7770.567899418389
150123,102.11026946942502
150124,14809.585178124515
150125,4035.059629657455
150126,2149.4181538980874
150127,15802.556223641932
150128,32375.070134103153
150129,3164.0829216679963
150130,3248.4834025964674
150131,852.7294678331236
150132,4075.134140468482
150133,6207.600664070914
150134,15511.347533368194
150135,1310.2159508370057
150136,1526.0755893192675
150137,3078.4098381590247
150138,6978.501398605935
150139,1026.053268561816
150140,1388.0009439141518
150141,1982.2681729480505
150142,9667.662192995398
150143,5843.387995654521
150144,1020.3894450039464
150145,1952.3300677539594
150146,6790.22817631093
150147,1240.1278525651835
150148,2288.556016761815
150149,830.0421281277008
150150,3658.4242199702067
150151,7382.909018254865
150152,584.4478937940927
150153,810.2362036181614
150154,19066.271612469718
150155,2737.502379244045
150156,371.0207935811146
150157,5325.148533557254
150158,1213.0918357474602
150159,10213.313266102843
150160,47937.7466673509
150161,850.6633206396978
150162,806.8224628476063
150163,727.810967608732
150164,5016.960261558774
150165,3507.309970433688
150166,6908.715799423604
150167,2665.832510170536
150168,4783.590296438694
150169,2047.3033734981202
150170,3242.235233788425
150171,4332.335874359984
150172,1678.7450226369115
150173,6159.363756077111
150174,2572.0748288465884
150175,601.7197546685968
150176,22934.828104247383
150177,216.0569144975408
150178,1887.0228025696524
150179,3357.411205509655
150180,919.7217535585673
150181,1528.970344112764
150182,6247.493010957887
150183,997.9314704162391
150184,674.6222078195303
150185,8965.289858050164
150186,2811.3569236247677
150187,16127.173836370539
150188,2689.6613962509505
150189,5114.242362462233
150190,5299.3257735322495
150191,120.93882650923123
150192,1879.8384899974194
150193,4124.390577814847
150194,15893.160645525702
150195,811.4633543669779
150196,18454.655200322883
150197,3202.9503071787103
150198,4256.799410274441
150199,2712.109776432194
150200,2298.4618032234293
150201,9968.01688511555
150202,2198.223704414595
150203,441.3876722648146
150204,3683.4960594606655
150205,1012.9413216712355
150206,13142.209112978378
150207,1416.8527873887474
150208,1323.5711278776612
150209,2234.020128916264
150210,5854.587088220123
150211,10519.202677969088
150212,10339.925586894344
150213,1138.1649841012577
150214,4350.555410025969
150215,125.4859213288188
150216,25764.88527770804
150217,2759.3655720559996
150218,10560.852130619862
150219,11442.033346579356
150220,2113.507411446343
150221,8610.78733895201
150222,981.3890096622398
150223,4721.088451135042
150224,652.1431905306222
150225,813.4970332856221
150226,5681.361720497001
150227,669.3734137807413
150228,850.3800646395699
150229,744.0460786028684
150230,5734.615829029467
150231,706.2000255565486
150232,9389.001414560003
150233,1748.9762536366743
150234,789.9919993108166
150235,3149.0727476671527
150236,701.7918818318965
150237,1399.4679880233489
150238,599.8396501570908
150239,1242.605011458158
150240,7807.090778808543
150241,1882.0511377756172
150242,7698.040032156167
150243,3598.7044931563555
150244,280.5346232749048
150245,2400.608599630935
150246,2202.332312906695
150247,2844.8751061955045
150248,1540.9962712787674
150249,3837.5759914164314
150250,824.6816498075095
150251,897.8158546246973
150252,16412.292388989285
150253,2233.853061868431
150254,4232.22839033772
150255,9957.74474683244
150256,443.0014520282872
150257,6752.268575658942
150258,8632.719049572463
150259,1904.8751675183623
150260,9731.046385608444
150261,2414.1595308039296
150262,670.5008088928796
150263,4480.983400465788
150264,914.4805940795379
150265,1786.3764394800273
150266,498.6562709776729
150267,5770.417251931871
150268,1323.7653659241928
150269,12028.508324201428
150270,1134.0211950164976
150271,3813.9603568343823
150272,28055.80686343961
150273,25156.08549002733
150274,683.4579237527485
150275,96.50221057783895
150276,2265.9339662937
150277,12406.293598096894
150278,39403.763048396744
150279,7894.079856662858
150280,3268.0023677700383
150281,920.7480391159047
150282,713.2904941244258
150283,24005.188264981844
150284,3935.4798654553274
150285,8486.320296813457
150286,17380.841163957783
150287,789.8234001143086
150288,1776.1400521378573
150289,349.27927380802794
150290,5064.461892145671
150291,21379.05253799308
150292,9238.950703208411
150293,2862.8169266912737
150294,14142.058120205558
150295,968.3928847367786
150296,9595.802068347883
150297,413.31457930470765
150298,3587.5806022721354
150299,226.18678607955383
150300,3980.180085531811
150301,29914.29042183784
150302,668.6092333899182
150303,3524.6855636627993
150304,944.1169396189696
150305,2563.083950647978
150306,4933.48178092329
150307,13250.00666277165
150308,1265.6631986894886
150309,1627.5134262528895
